Year,Host_City,Host_Country,Country,Gold,Silver,Bronze,M_Total,Men,Women,P_Total,Population,Latitude,Longtitude,Participation_Per_Ten_Million,Discipline,Age,Country,Gender
2012,London,Great Britain,Argentina,0,1,4,5,47,10,57,287437,13.193887,-59.543198,13220.28827,Athletics,29,Saudi Arabia,Male
2012,London,Great Britain,Armenia,0,0,0,0,0,2,2,9448772,53.709807,27.953389,14.11118115,Athletics,25,Niger,Male
2012,London,Great Britain,Australia,32,23,30,85,88,70,158,11598451,50.503887,4.469936,908.1672487,Archery,32,Colombia,Female
2012,London,Great Britain,Austria,4,3,6,13,27,5,32,12175480,9.30769,2.315834,175.2155425,Sitting Volleyball,29,Brazil,Female
2012,London,Great Britain,Azerbaijan,4,5,3,12,16,5,21,62237,32.321384,-64.75737,22494.65752,Swimming,27,Argentina,Male
2012,London,Great Britain,Bahrain,0,0,0,0,1,1,2,3277152,43.915886,17.679076,40.68573363,Archery,44,Brazil,Male
2012,London,Great Britain,Barbados,0,0,0,0,1,0,1,212821986,-14.235004,-51.92528,0.313250844,Swimming,32,Brazil,Male
2012,London,Great Britain,Belarus,5,2,3,10,15,14,29,438202,4.535277,114.727669,4411.968301,Boccia,30,Brazil,Female
2012,London,Great Britain,Belgium,3,1,3,7,31,9,40,6939018,42.733883,25.48583,384.3002953,Wheelchair Tennis,24,Netherlands,Female
2012,London,Great Britain,Benin,0,0,0,0,1,0,1,20997293,12.238333,-1.561593,3.175012449,Athletics,44,Brazil,Female
2012,London,Great Britain,Bermuda,0,0,0,0,0,1,1,11948454,-3.373056,29.918886,5.579522394,Athletics,25,Brazil,Male
2012,London,Great Britain,Bosnia and Herzegovina,1,0,0,1,11,1,12,16758448,12.565679,104.990963,47.73711742,Athletics,18,Netherlands,Male
2012,London,Great Britain,Brazil,21,14,8,43,110,68,178,26655083,7.369722,12.354722,445.1933864,Rowing,31,Netherlands,Male
2012,London,Great Britain,Brunei Darussalam,0,0,0,0,1,0,1,37799407,56.130366,-106.346771,1.763696099,Table Tennis,47,France,Male
2012,London,Great Britain,Bulgaria,0,2,1,3,4,4,8,549935,16.002082,-24.013197,969.8115838,Athletics,19,Dominican Republic,Female
2012,London,Great Britain,Burkina Faso,0,0,0,0,1,1,2,4843954,6.611111,20.939444,27.52572244,Shooting,42,France,Male
2012,London,Great Britain,Burundi,0,0,0,0,1,0,1,19144605,-35.675147,-71.542969,3.482269113,Wheelchair Tennis,21,Spain,Male
2012,London,Great Britain,Cambodia,0,0,0,0,0,1,1,331341050,37.09024,-95.712891,0.201202558,Athletics,56,Cuba,Female
2012,London,Great Britain,Cameroon,0,0,0,0,1,0,1,23816775,25.105497,121.597366,2.79914752,Equestrian,22,United States of America,Female
2012,London,Great Britain,Canada,7,15,9,31,87,57,144,50976248,4.570868,-74.297333,188.3230009,Powerlifting,17,Brazil,Female
2012,London,Great Britain,Cape Verde,0,0,0,0,1,0,1,872695,-11.875001,43.872219,76.39171379,Sitting Volleyball,30,Brazil,Female
2012,London,Great Britain,Central African Republic,0,0,0,0,1,0,1,5102158,9.748917,-83.753428,13.06636656,Cycling Road,51,United States of America,Male
2012,London,Great Britain,Chile,1,0,0,1,4,3,7,26486282,7.539989,-5.54708,17.61918365,Goalball,26,Brazil,Male
2012,London,Great Britain,People's Republic of China,95,71,65,231,154,128,282,4100719,45.1,15.2,4584.561878,Athletics,19,Brazil,Male
2012,London,Great Britain,Chinese Taipei,0,1,2,3,9,9,18,11325391,21.521757,-77.781167,105.9566067,Boccia,19,Brazil,Female
2012,London,Great Britain,Colombia,0,2,0,2,30,7,37,1208886,35.126413,33.429859,2040.446053,Sitting Volleyball,21,Brazil,Female
2012,London,Great Britain,Comoros,0,0,0,0,1,0,1,10712481,49.817492,15.472962,6.22327047,Athletics,20,Brazil,Male
2012,London,Great Britain,Costa Rica,0,0,0,0,2,0,2,5795780,56.26392,9.501785,23.00524405,Boccia,33,Brazil,Female
2012,London,Great Britain,Côte d'Ivoire,0,0,0,0,3,1,4,990447,11.825138,42.590275,269.238704,Boccia,43,Brazil,Male
2012,London,Great Britain,Croatia,0,2,3,5,18,7,25,10866667,18.735693,-70.162651,153.3742284,Table Tennis,30,Brazil,Female
2012,London,Great Britain,Cuba,9,5,3,17,18,4,22,90003954,-4.038333,21.758664,16.29558038,Sitting Volleyball,38,Brazil,Male
2012,London,Great Britain,Cyprus,0,1,0,1,2,1,3,17688599,-1.831239,-78.183406,11.30671796,Canoe Sprint,34,Italy,Female
2012,London,Great Britain,Czech Republic,1,6,4,11,31,15,46,102659126,26.820553,30.802498,29.87232393,Equestrian,21,Netherlands,Female
2012,London,Great Britain,Denmark,1,0,4,5,15,13,28,6491923,13.794185,-88.89653,287.5367848,Wheelchair Basketball,40,Netherlands,Female
2012,London,Great Britain,Djibouti,0,0,0,0,1,0,1,1326693,58.595272,25.013607,50.25025885,Athletics,27,Australia,Female
2012,London,Great Britain,Dominican Republic,0,0,0,0,2,0,2,115434444,9.145,40.489673,1.155056747,Athletics,25,Brazil,Male
2012,London,Great Britain,DR Congo,0,0,0,0,1,1,2,48678,61.892635,-6.911806,2739.088158,Athletics,34,Brazil,Male
2012,London,Great Britain,Ecuador,0,0,0,0,1,1,2,897573,-16.578193,179.414413,148.5487346,Sitting Volleyball,19,Brazil,Female
2012,London,Great Britain,Egypt,4,4,7,15,29,11,40,5542237,61.92411,25.748151,481.1534885,Athletics,31,Brazil,Female
2012,London,Great Britain,El Salvador,0,0,0,0,1,0,1,65298930,46.227638,2.213749,1.020945775,Cycling Road,42,Netherlands,Male
2012,London,Great Britain,Estonia,0,0,0,0,2,1,3,2234448,-0.803689,11.609444,89.50756518,Cycling Road,39,Belgium,Male
2012,London,Great Britain,Ethiopia,0,1,0,1,3,1,4,2427782,13.443182,-15.310139,109.8396259,Athletics,25,Switzerland,Female
2012,London,Great Britain,Faroe Islands,0,0,0,0,1,0,1,3987805,42.315407,43.356892,16.71763456,Swimming,19,Australia,Female
2012,London,Great Britain,Fiji,1,0,0,1,1,0,1,83830972,51.165691,10.451526,0.795251028,Athletics,18,United States of America,Female
2012,London,Great Britain,Finland,4,1,1,6,21,14,35,31181428,7.946527,-1.023194,74.83086834,Shooting,38,India,Male
2012,London,Great Britain,France,8,19,18,45,101,51,152,67948282,55.378051,-3.435973,149.1330323,Powerlifting,24,Kazakhstan,Male
2012,London,Great Britain,Gabon,0,0,0,0,1,0,1,10413936,39.074208,21.824312,6.401678162,Athletics,30,Spain,Male
2012,London,Great Britain,Gambia,0,0,0,0,1,1,2,17971382,15.783471,-90.230759,7.419203116,Wheelchair Rugby,35,United States of America,Male
2012,London,Great Britain,Georgia,0,0,0,0,2,0,2,1975718,11.803749,-15.180413,67.48601437,Sitting Volleyball,48,Bosnia and Herzegovina,Male
2012,London,Great Britain,Germany,18,26,22,66,88,62,150,11426356,18.971187,-72.285215,875.1696516,Football 5-a-side,33,Argentina,Male
2012,London,Great Britain,Ghana,0,0,0,0,3,1,4,9931333,15.199999,-86.241905,26.85104474,Cycling Road,34,Argentina,Female
2012,London,Great Britain,Great Britain,34,43,43,120,177,109,286,7507523,22.396428,114.109497,2539.674759,Cycling Track,34,Argentina,Female
2012,London,Great Britain,Greece,1,3,8,12,47,13,60,9655983,47.162494,19.503304,414.2509364,Swimming,23,Spain,Female
2012,London,Great Britain,Guatemala,0,0,0,0,1,0,1,341628,64.963051,-19.020835,195.1440358,Athletics,27,Bhutan,Female
2012,London,Great Britain,Guinea-Bissau,0,0,0,0,1,1,2,1382345085,20.593684,78.96288,0.096454449,Archery,30,Mongolia,Female
2012,London,Great Britain,Haiti,0,0,0,0,2,1,3,274021604,-0.789275,113.921327,0.729869459,Wheelchair Fencing,33,Ukraine,Male
2012,London,Great Britain,Honduras,0,0,0,0,1,0,1,84176929,32.427908,53.688046,0.791982642,Cycling Road,33,Ukraine,Male
2012,London,Great Britain,"Hong Kong, China",3,3,6,12,13,15,28,40372771,33.223191,43.679291,46.23578269,Cycling Track,33,Ukraine,Male
2012,London,Great Britain,Hungary,2,6,6,14,19,14,33,4947267,53.41291,-8.24389,444.6899672,Table Tennis,19,Turkey,Female
2012,London,Great Britain,Iceland,1,0,0,1,2,2,4,8678517,31.046051,34.851612,30.72721603,Athletics,27,Ethiopia,Male
2012,London,Great Britain,India,0,1,0,1,10,0,10,60446035,41.87194,12.56738,11.02912154,Athletics,29,Netherlands,Female
2012,London,Great Britain,Indonesia,0,0,1,1,3,1,4,2963429,18.109581,-77.297508,89.98584635,Wheelchair Basketball,33,People's Republic of China,Female
2012,London,Great Britain,Islamic Republic of Iran,10,7,7,24,70,7,77,126407422,36.204824,138.252924,40.60942983,Athletics,24,People's Republic of China,Male
2012,London,Great Britain,Iraq,0,2,1,3,16,3,19,10220604,30.585164,36.238414,123.9326626,Powerlifting,29,People's Republic of China,Female
2012,London,Great Britain,Ireland,8,3,5,16,28,17,45,18815231,48.019573,66.923684,159.445292,Goalball,26,United States of America,Female
2012,London,Great Britain,Israel,1,2,5,8,18,7,25,53968739,-0.023559,37.906193,30.88207539,Goalball,28,Germany,Male
2012,London,Great Britain,Italy,9,8,11,28,65,31,96,51276977,35.907757,127.766922,124.81235,Swimming,26,Ukraine,Female
2012,London,Great Britain,Jamaica,1,0,0,1,2,1,3,25798588,40.339852,127.510093,7.752362261,Shooting,31,Ukraine,Male
2012,London,Great Britain,Japan,5,5,6,16,89,45,134,4281320,29.31166,47.481766,2086.583888,Table Tennis,39,Argentina,Male
2012,London,Great Britain,Jordan,0,0,0,0,4,4,8,6542426,41.20438,74.766098,81.51919996,Archery,53,Brazil,Female
2012,London,Great Britain,Kazakhstan,0,0,0,0,4,3,7,7293542,19.85627,102.495496,63.98354416,Athletics,30,Morocco,Male
2012,London,Great Britain,Kenya,2,2,2,6,10,2,12,1882408,56.879635,24.603189,424.9875691,Athletics,30,Poland,Male
2012,London,Great Britain,Republic of Korea,9,9,9,27,60,28,88,6819976,33.854721,35.862285,860.2180809,Athletics,26,Spain,Male
2012,London,Great Britain,Korea DPR,0,0,0,0,1,0,1,2145194,-29.609988,28.233608,31.07722037,Sitting Volleyball,22,Italy,Female
2012,London,Great Britain,Kuwait,0,0,0,0,6,0,6,5077411,6.428055,-9.429499,78.78030752,Cycling Road,34,Canada,Male
2012,London,Great Britain,Kyrgyzstan,0,0,0,0,1,0,1,6887247,26.3351,17.228331,9.679726408,Table Tennis,46,Chile,Male
2012,London,Great Britain,Lao People's Democratic Republic,0,0,0,0,1,0,1,2715340,55.169438,23.881275,24.55186705,Equestrian,47,Germany,Female
2012,London,Great Britain,Latvia,1,1,0,2,6,2,8,650846,22.210928,113.552971,819.4462797,Athletics,39,India,Male
2012,London,Great Britain,Lebanon,0,0,0,0,1,0,1,27808395,-18.766947,46.869107,2.397357585,Athletics,28,Great Britain,Male
2012,London,Great Britain,Lesotho,0,0,0,0,0,1,1,32436963,4.210484,101.975766,2.05526845,Table Tennis,20,Belgium,Male
2012,London,Great Britain,Liberia,0,0,0,0,1,0,1,20346106,17.570692,-3.996166,3.276630264,Athletics,31,India,Male
2012,London,Great Britain,Libya,0,0,0,0,2,0,2,441750,35.937496,14.375416,301.8298434,Wheelchair Tennis,31,Sri Lanka,Male
2012,London,Great Britain,Lithuania,0,0,0,0,9,2,11,4669775,21.00789,-10.940835,157.0382584,Badminton,22,Indonesia,Male
2012,London,Great Britain,"Macao, China",0,0,0,0,1,1,2,1272140,-20.348404,57.552152,104.8102672,Athletics,27,People's Republic of China,Male
2012,London,Great Britain,Madagascar,0,0,0,0,1,0,1,129166028,23.634501,-102.552784,0.516131584,Table Tennis,46,Australia,Female
2012,London,Great Britain,Malaysia,0,1,1,2,16,6,22,4032294,47.411631,28.369885,363.7300918,Football 5-a-side,38,France,Male
2012,London,Great Britain,Mali,0,0,0,0,1,0,1,3287242,46.862496,103.846656,20.28042556,Wheelchair Basketball,28,Spain,Male
2012,London,Great Britain,Malta,0,0,0,0,1,0,1,628080,42.708678,19.37439,106.143591,Wheelchair Tennis,33,Greece,Male
2012,London,Great Britain,Mauritania,0,0,0,0,1,1,2,36985624,31.791702,-7.09262,3.605004294,Rowing,45,Brazil,Female
2012,London,Great Britain,Mauritius,0,0,0,0,1,1,2,31398811,-18.665695,35.529562,4.246445298,Athletics,45,Cuba,Male
2012,London,Great Britain,Mexico,6,4,11,21,37,44,81,54473253,21.913965,95.956223,99.1312195,Athletics,16,Puerto Rico,Female
2012,London,Great Britain,Republic of Moldova,0,0,0,0,1,1,2,2548663,-22.95764,18.49041,52.31501118,Wheelchair Basketball,30,Colombia,Male
2012,London,Great Britain,Mongolia,0,0,0,0,3,3,6,29225196,28.394857,84.124008,13.6868201,Canoe Sprint,40,Argentina,Male
2012,London,Great Britain,Montenegro,0,0,0,0,0,1,1,17141544,52.132633,5.291266,3.889186801,Swimming,19,France,Male
2012,London,Great Britain,Morocco,3,0,3,6,24,6,30,4829021,-40.900557,174.885971,414.1626222,Table Tennis,33,Ukraine,Male
2012,London,Great Britain,Mozambique,0,0,0,0,1,1,2,6638075,12.865416,-85.207229,20.08614445,Goalball,23,Germany,Male
2012,London,Great Britain,Myanmar,0,0,0,0,2,0,2,24346468,17.607789,8.081666,5.476495947,Athletics,21,Italy,Male
2012,London,Great Britain,Namibia,1,1,0,2,4,1,5,206984347,9.081999,8.675277,1.610427736,Athletics,35,Germany,Male
2012,London,Great Britain,Nepal,0,0,0,0,1,1,2,2083359,41.608635,21.745275,63.99921153,Powerlifting,34,Panama,Male
2012,London,Great Britain,Netherlands,10,10,19,39,39,49,88,5428594,60.472024,8.468946,1080.697261,Athletics,49,Serbia,Male
2012,London,Great Britain,New Zealand,6,7,4,17,11,12,23,5128058,21.512583,55.923255,299.0085786,Powerlifting,39,Greece,Male
2012,London,Great Britain,Nicaragua,0,0,0,0,1,1,2,221612785,30.375321,69.345116,0.601650006,Sitting Volleyball,21,People's Republic of China,Male
2012,London,Great Britain,Niger,0,0,0,0,1,1,2,5121112,31.952162,35.233154,26.03601197,Sitting Volleyball,33,People's Republic of China,Male
2012,London,Great Britain,Nigeria,6,5,2,13,17,12,29,4326296,8.537981,-80.782127,446.8795786,Athletics,20,Ethiopia,Male
2012,London,Great Britain,North Macedonia,1,0,0,1,1,1,2,8975531,-6.314993,143.95555,14.85520281,Swimming,30,RPC,Female
2012,London,Great Britain,Norway,3,2,3,8,13,9,22,33050211,-9.189967,-75.015152,44.37692294,Athletics,34,Senegal,Male
2012,London,Great Britain,Oman,0,0,0,0,2,0,2,109830324,12.879721,121.774017,1.213993809,Swimming,24,Australia,Male
2012,London,Great Britain,Pakistan,0,0,0,0,2,0,2,37839255,51.919438,19.145136,3.52367755,Boccia,53,Canada,Male
2012,London,Great Britain,Palestine,0,0,0,0,2,0,2,10191409,39.399872,-8.224454,13.08291457,Athletics,32,Sri Lanka,Female
2012,London,Great Britain,Panama,0,0,0,0,1,1,2,2846860,18.220833,-66.590149,46.83522665,Triathlon,45,United States of America,Female
2012,London,Great Britain,Papua New Guinea,0,0,0,0,2,0,2,2889284,25.354826,51.183884,46.14753459,Athletics,37,Algeria,Female
2012,London,Great Britain,Peru,0,0,0,0,1,0,1,19214608,45.943161,24.96676,3.469582448,Sitting Volleyball,38,RPC,Female
2012,London,Great Britain,Philippines,0,0,0,0,4,5,9,145945524,61.52401,105.318756,4.111122997,Swimming,30,Vietnam,Male
2012,London,Great Britain,Poland,14,13,9,36,64,35,99,13005303,-1.940278,29.873888,507.4852927,Athletics,24,Lithuania,Female
2012,London,Great Britain,Portugal,0,1,2,3,22,8,30,198643,-13.759029,-172.104629,10068.31351,Wheelchair Basketball,28,Australia,Female
2012,London,Great Britain,Puerto Rico,0,0,0,0,2,0,2,33944,43.94236,12.457777,3928.038338,Athletics,27,Turkey,Female
2012,London,Great Britain,Qatar,0,0,0,0,1,0,1,34905942,23.885942,45.079162,1.909894501,Equestrian,59,Norway,Male
2012,London,Great Britain,Romania,1,1,0,2,4,1,5,16816539,14.497401,-14.452362,19.82175603,Sitting Volleyball,35,Canada,Female
2012,London,Great Britain,Russian Federation,36,38,28,102,120,61,181,8731081,44.016521,21.005859,1382.035817,Boccia,47,RPC,Female
2012,London,Great Britain,Rwanda,0,0,0,0,14,0,14,8004158,8.460555,-11.779889,116.6060607,Wheelchair Fencing,34,Ukraine,Female
2012,London,Great Britain,Samoa,0,0,0,0,1,1,2,5858322,1.352083,103.819836,22.75964574,Rowing,41,Australia,Female
2012,London,Great Britain,San Marino,0,0,0,0,1,0,1,5460109,48.669026,19.699024,12.20976846,Taekwondo,39,Kazakhstan,Male
2012,London,Great Britain,Saudi Arabia,0,1,0,1,4,0,4,2078989,46.151241,14.995463,128.2674736,Shooting,35,People's Republic of China,Male
2012,London,Great Britain,Senegal,0,0,0,0,1,0,1,689671,-9.64571,160.156194,96.66444822,Athletics,31,People's Republic of China,Female
2012,London,Great Britain,Serbia,2,3,0,5,9,4,13,59436725,-30.559482,22.937506,14.58133278,Cycling Road,25,Australia,Male
2012,London,Great Britain,Sierra Leone,0,0,0,0,1,0,1,46757980,40.463667,-3.74922,1.425781581,Cycling Track,25,Australia,Male
2012,London,Great Britain,Singapore,0,1,1,2,2,6,8,21428970,7.873054,80.771797,24.88842596,Cycling Road,27,Slovenia,Male
2012,London,Great Britain,Slovakia,2,1,3,6,25,8,33,587541,3.919305,-56.027783,3744.419538,Athletics,24,New Zealand,Female
2012,London,Great Britain,Slovenia,0,1,0,1,7,15,22,10110233,60.128161,18.643501,145.0675436,Athletics,25,RPC,Female
2012,London,Great Britain,Solomon Islands,0,0,0,0,0,1,1,8665615,46.818188,8.227512,7.693241238,Shooting,33,Ukraine,Male
2012,London,Great Britain,South Africa,8,12,9,29,44,18,62,17500658,34.8149,39.0465,236.1815958,Athletics,39,Ukraine,Male
2012,London,Great Britain,Spain,8,18,16,42,98,29,127,9573310,38.861034,71.276093,884.4032698,Swimming,18,Canada,Female
2012,London,Great Britain,Sri Lanka,0,0,1,1,6,1,7,60012400,-6.369028,34.888822,7.776170702,Swimming,21,Netherlands,Male
2012,London,Great Britain,Suriname,0,0,0,0,1,0,1,69830779,15.870032,100.992541,0.954688858,Swimming,18,Brazil,Male
2012,London,Great Britain,Sweden,4,4,4,12,40,19,59,1322667,-8.874217,125.727539,2973.789573,Boccia,44,Brazil,Male
2012,London,Great Britain,Switzerland,3,6,4,13,15,10,25,105901,-21.178986,-175.198242,15737.96911,Athletics,29,Brazil,Female
2012,London,Great Britain,Syrian Arab Republic,0,0,0,0,3,2,5,1400283,10.691803,-61.222503,238.0471186,Boccia,48,Brazil,Male
2012,London,Great Britain,Tajikistan,0,0,0,0,1,0,1,11839918,33.886917,9.537499,5.630669627,Taekwondo,28,Kazakhstan,Female
2012,London,Great Britain,Tanzania,0,0,0,0,1,0,1,84495243,38.963745,35.243322,0.788999052,Sitting Volleyball,32,United States of America,Female
2012,London,Great Britain,Thailand,4,2,2,8,38,11,49,6046292,38.969719,59.556278,540.2760347,Swimming,18,Poland,Male
2012,London,Great Britain,Timor-Leste,0,0,0,0,1,0,1,104398,18.420695,-64.639968,638.5818375,Swimming,25,Serbia,Female
2012,London,Great Britain,Tonga,0,0,0,0,1,0,1,45974931,1.373333,32.290275,1.450065617,Archery,38,Czech Republic,Male
2012,London,Great Britain,Trinidad and Tobago,0,0,0,0,1,1,2,43686577,48.379433,31.16558,3.052043499,Powerlifting,48,Cuba,Male
2012,London,Great Britain,Tunisia,9,5,5,19,18,13,31,9910892,23.424076,53.847818,208.5247894,Badminton,29,Australia,Female
2012,London,Great Britain,Turkey,1,5,4,10,46,21,67,331341050,37.09024,-95.712891,13.48057135,Wheelchair Basketball,23,Germany,Male
2012,London,Great Britain,Turkmenistan,0,0,0,0,3,2,5,3475842,-32.522779,-55.765835,95.90002461,Cycling Road,53,Germany,Female
2012,London,Great Britain,US Virgin Islands,0,0,0,0,0,1,1,33551824,41.377491,64.585262,1.986975929,Equestrian,65,Germany,Female
2012,London,Great Britain,Uganda,0,0,0,0,1,1,2,308337,-15.376706,166.959158,432.4272901,Table Tennis,41,Croatia,Female
2012,London,Great Britain,Ukraine,32,24,28,84,83,65,148,28421581,6.42375,-66.58973,347.15404,Wheelchair Fencing,26,Poland,Female
2012,London,Great Britain,United Arab Emirates,1,1,1,3,11,4,15,97490013,14.058324,108.277199,10.25746094,Athletics,27,South Africa,Male
2012,London,Great Britain,United States of America,31,29,38,98,128,93,221,18468257,-13.133897,27.849332,797.7652322,Cycling Road,40,South Africa,Male
2012,London,Great Britain,Uruguay,0,0,0,0,1,0,1,14899771,-19.015438,29.154857,4.474341697,Athletics,27,South Africa,Male
2012,London,Great Britain,Uzbekistan,0,1,0,1,8,2,10,39074280,33.93911,67.709953,17.06152146,Goalball,33,Brazil,Female
2012,London,Great Britain,Vanuatu,0,0,0,0,1,0,1,43984569,28.033886,1.659626,1.515683072,Swimming,31,Ukraine,Male
2012,London,Great Britain,Venezuela,0,0,2,2,21,6,27,33032075,-11.202692,17.873887,54.4924895,Swimming,19,Canada,Female
2012,London,Great Britain,Vietnam,0,0,0,0,6,5,11,45267449,-38.416097,-63.616672,16.20001457,Wheelchair Rugby,25,France,Male
2012,London,Great Britain,Zambia,0,0,0,0,1,1,2,2964219,40.069099,45.038189,44.98093202,Cycling Road,30,Colombia,Male
2012,London,Great Britain,Zimbabwe,0,0,0,0,2,0,2,106845,12.52111,-69.968338,1247.913644,Cycling Track,30,Colombia,Male
2016,Rio de Janeiro,Brazil,Afghanistan,0,0,0,0,1,0,1,25550683,-25.274398,133.775136,2.609193135,Athletics,28,Great Britain,Male
2016,Rio de Janeiro,Brazil,Algeria,4,5,7,16,34,26,60,9015361,47.516231,14.550072,443.687169,Powerlifting,19,Turkey,Female
2016,Rio de Janeiro,Brazil,Angola,0,0,0,0,2,2,4,10154978,40.143105,47.576927,26.2596991,Table Tennis,26,Turkey,Female
2016,Rio de Janeiro,Brazil,Argentina,1,1,3,5,56,26,82,1711057,25.930414,50.637772,3194.906229,Athletics,29,Lithuania,Male
2016,Rio de Janeiro,Brazil,Armenia,0,0,0,0,0,2,2,9448772,53.709807,27.953389,14.11118115,Cycling Road,39,Ireland,Female
2016,Rio de Janeiro,Brazil,Aruba,0,0,0,0,1,0,1,11598451,50.503887,4.469936,5.747893979,Cycling Track,39,Ireland,Female
2016,Rio de Janeiro,Brazil,Australia,22,30,29,81,101,69,170,12175480,9.30769,2.315834,930.8325695,Wheelchair Tennis,28,Australia,Male
2016,Rio de Janeiro,Brazil,Austria,1,4,4,9,21,6,27,62237,32.321384,-64.75737,28921.70252,Swimming,25,Great Britain,Male
2016,Rio de Janeiro,Brazil,Azerbaijan,1,8,2,11,18,5,23,3277152,43.915886,17.679076,467.8859367,Canoe Sprint,34,RPC,Female
